"DatesR","P","T","E","Qls","Qmm"
2000-05-09,1.1,12.8,2.8,7550,1.812
2000-05-10,10.5,11.3,2.6,7250,1.74
2000-05-11,0.5,10.6,2.5,8550,2.052
2000-05-12,0,12.6,2.8,7550,1.812
2000-05-13,31.2,13.3,2.9,10400,2.496
2000-05-14,4.6,14.3,3.1,16000,3.84
2000-05-15,12,14,3.1,16900,4.056
2000-05-16,20.4,13.7,3,29700,7.128
2000-05-17,9.5,13.2,3,39000,9.36
2000-05-18,10.5,13.1,2.9,36100,8.664
2000-05-19,8.4,11.8,2.8,31600,7.584
2000-05-20,0.1,9.7,2.4,32100,7.704
2000-05-21,0,8.8,2.3,25300,6.072
2000-05-22,0,11.9,2.8,20400,4.896
2000-05-23,0.8,14.5,3.2,18200,4.368
2000-05-24,0.1,15.4,3.4,16000,3.84
2000-05-25,5.2,15.7,3.5,13600,3.264
2000-05-26,12,13.5,3.1,14000,3.36
2000-05-27,16.8,9.5,2.4,17700,4.248
2000-05-28,10.7,12.1,2.9,18600,4.464
2000-05-29,1.2,11.5,2.8,15200,3.648
2000-05-30,4.6,11.7,2.8,15600,3.744
2000-05-31,3.5,10.3,2.6,14000,3.36
2000-06-01,0.3,12.7,3,12800,3.072
2000-06-02,0,15.2,3.4,10900,2.616
2000-06-03,11.4,15.5,3.5,9550,2.292
2000-06-04,0.7,11.5,2.8,10600,2.544
2000-06-05,0.8,10,2.6,9550,2.292
2000-06-06,2.2,9.1,2.4,7900,1.896
2000-06-07,1.4,8.6,2.4,7250,1.74
2000-06-08,0,11.4,2.8,7250,1.74
2000-06-09,0,14.3,3.3,6350,1.524
2000-06-10,0.1,15.8,3.6,5500,1.32
2000-06-11,8.3,14.7,3.4,4970,1.1928
2000-06-12,2.3,14,3.3,5800,1.392
2000-06-13,9.6,14.9,3.5,5250,1.26
2000-06-14,0.4,15,3.5,5250,1.26
2000-06-15,3.6,16.5,3.8,5250,1.26
2000-06-16,16.8,15.4,3.5,4450,1.068
2000-06-17,2.2,14.6,3.4,7250,1.74
2000-06-18,0,16,3.6,6350,1.524
2000-06-19,0,15.6,3.6,5500,1.32
2000-06-20,0,15.4,3.5,4970,1.1928
2000-06-21,0,15.6,3.6,4450,1.068
2000-06-22,0,17.3,3.9,4200,1.008
2000-06-23,0,15.4,3.5,4200,1.008
2000-06-24,0,14.8,3.4,3720,0.8928
2000-06-25,0,13.2,3.2,3260,0.7824
2000-06-26,0,14.5,3.4,3260,0.7824
2000-06-27,1.2,15.5,3.6,3260,0.7824
2000-06-28,5.9,15.5,3.6,3040,0.7296
2000-06-29,6.3,16.3,3.7,3040,0.7296
2000-06-30,3.7,18.1,4,3040,0.7296
2000-07-01,0.6,15.8,3.6,2410,0.5784
2000-07-02,10,14.6,3.4,2610,0.6264
2000-07-03,0.2,14.5,3.4,2820,0.6768
2000-07-04,2,17.1,3.8,2820,0.6768
2000-07-05,15.5,16.6,3.7,3040,0.7296
2000-07-06,1.1,17.2,3.8,3480,0.8352
2000-07-07,2.6,16.2,3.6,2820,0.6768
2000-07-08,0,16.9,3.8,2820,0.6768
2000-07-09,0,15.9,3.6,2610,0.6264
2000-07-10,0,17.7,3.9,2410,0.5784
2000-07-11,2,19.7,4.2,1840,0.4416
2000-07-12,0,17.4,3.8,1840,0.4416
2000-07-13,1.8,17.6,3.8,1670,0.4008
2000-07-14,0.7,14.2,3.2,1340,0.3216
2000-07-15,0.2,12.3,2.9,1180,0.2832
2000-07-16,0,13.6,3.1,1040,0.2496
2000-07-17,0,15.8,3.5,1040,0.2496
2000-07-18,0,17.1,3.7,895,0.2148
2000-07-19,0,18.7,4,895,0.2148
2000-07-20,0,20.6,4.3,895,0.2148
2000-07-21,0,20.2,4.2,895,0.2148
2000-07-22,0,22.6,4.6,785,0.1884
2000-07-23,22.1,23.6,4.7,785,0.1884
2000-07-24,1,16.3,3.5,785,0.1884
2000-07-25,0,17.5,3.7,785,0.1884
2000-07-26,1.8,21.5,4.3,785,0.1884
2000-07-27,0.3,16.3,3.5,785,0.1884
2000-07-28,0,17.4,3.6,680,0.1632
2000-07-29,3.4,14.4,3.1,680,0.1632
2000-07-30,0,13.5,3,680,0.1632
2000-07-31,0,17.1,3.5,680,0.1632
2000-08-01,1.3,21.3,4.2,680,0.1632
2000-08-02,8.6,21.5,4.2,585,0.1404
2000-08-03,2.8,15.1,3.2,585,0.1404
2000-08-04,0,14.1,3,585,0.1404
2000-08-05,0,15.4,3.2,585,0.1404
2000-08-06,0,17.8,3.5,585,0.1404
2000-08-07,0,21.7,4.1,585,0.1404
2000-08-08,0,21.4,4.1,489,0.11736
2000-08-09,0,18.7,3.6,489,0.11736
2000-08-10,0.3,21.2,4,489,0.11736
2000-08-11,0.1,19.9,3.8,489,0.11736
2000-08-12,0.5,19.7,3.7,489,0.11736
2000-08-13,0,20.2,3.8,489,0.11736
2000-08-14,9.3,21.3,3.9,489,0.11736
2000-08-15,3.6,20.4,3.8,489,0.11736
2000-08-16,14.3,19.7,3.7,489,0.11736
2000-08-17,0,19.9,3.7,489,0.11736
2000-08-18,0,20.5,3.7,489,0.11736
2000-08-19,0.6,20.2,3.6,489,0.11736
2000-08-20,0.4,16.2,3,489,0.11736
2000-08-21,0.6,13.5,2.6,489,0.11736
2000-08-22,0.9,12.6,2.5,489,0.11736
2000-08-23,0,13.2,2.6,489,0.11736
2000-08-24,3.2,14.1,2.7,489,0.11736
2000-08-25,0,12.8,2.5,489,0.11736
2000-08-26,0,14.7,2.7,489,0.11736
2000-08-27,0,19.1,3.3,489,0.11736
2000-08-28,1,19.9,3.4,489,0.11736
2000-08-29,0,14.7,2.7,489,0.11736
2000-08-30,0,12.4,2.3,489,0.11736
2000-08-31,0.1,16,2.8,489,0.11736
2000-09-01,26.3,15.7,2.7,489,0.11736
2000-09-02,2.8,13.1,2.3,489,0.11736
2000-09-03,3,15.2,2.6,489,0.11736
2000-09-04,0,18.5,3,489,0.11736
2000-09-05,0,18.6,3,489,0.11736
2000-09-06,0,18.3,2.9,489,0.11736
2000-09-07,0,17,2.7,489,0.11736
2000-09-08,0,16.6,2.7,489,0.11736
2000-09-09,0,17.2,2.7,489,0.11736
2000-09-10,0,16.6,2.6,489,0.11736
2000-09-11,0,17.2,2.7,401,0.09624
2000-09-12,0,14.9,2.4,401,0.09624
2000-09-13,4.3,10.7,1.9,401,0.09624
2000-09-14,13,8.8,1.6,318,0.07632
2000-09-15,11.8,8.8,1.6,318,0.07632
2000-09-16,1.5,9.1,1.6,401,0.09624
2000-09-17,0.7,9.1,1.6,401,0.09624
2000-09-18,0,9.3,1.6,401,0.09624
2000-09-19,0,10.8,1.8,401,0.09624
2000-09-20,0,11.5,1.8,401,0.09624
2000-09-21,0,13,2,401,0.09624
2000-09-22,4.7,13.1,2,401,0.09624
2000-09-23,2.5,13.5,2,785,0.1884
2000-09-24,0,13.4,1.9,680,0.1632
2000-09-25,0,12.1,1.8,585,0.1404
2000-09-26,0,12.7,1.8,489,0.11736
2000-09-27,0,14.4,1.9,489,0.11736
2000-09-28,2.8,16.9,2.2,489,0.11736
2000-09-29,31.1,9.5,1.4,585,0.1404
2000-09-30,5.2,7.1,1.2,3770,0.9048
2000-10-01,16.2,7.6,1.2,2430,0.5832
2000-10-02,40.5,9.9,1.4,2950,0.708
2000-10-03,19.5,9.5,1.4,21300,5.112
2000-10-04,1.5,10.7,1.5,17900,4.296
2000-10-05,2.2,12.5,1.6,8000,1.92
2000-10-06,7.4,12.1,1.6,7300,1.752
2000-10-07,0.4,10.3,1.4,6950,1.668
2000-10-08,0,8.3,1.2,6950,1.668
2000-10-09,19.1,14.8,1.7,5950,1.428
2000-10-10,12.3,10,1.3,13100,3.144
2000-10-11,16.1,10.9,1.4,17200,4.128
2000-10-12,0,10.5,1.3,21300,5.112
2000-10-13,0,10.2,1.3,14800,3.552
2000-10-14,0,12.3,1.4,12300,2.952
2000-10-15,0.2,12,1.4,11000,2.64
2000-10-16,0.1,15.4,1.6,9100,2.184
2000-10-17,0,17.3,1.7,7650,1.836
2000-10-18,2.4,17.8,1.8,7300,1.752
2000-10-19,16.4,13,1.4,7300,1.752
2000-10-20,5.7,8.2,1,9850,2.364
2000-10-21,0,7.5,0.9,9850,2.364
2000-10-22,0,5.8,0.8,8000,1.92
2000-10-23,0.2,8.9,1,6950,1.668
2000-10-24,0,9.3,1,6250,1.5
2000-10-25,0,8.6,1,6250,1.5
2000-10-26,0,10.7,1.1,5950,1.428
2000-10-27,0,14.7,1.3,5300,1.272
2000-10-28,0,13.3,1.3,4360,1.0464
2000-10-29,0,12.2,1.1,4060,0.9744
2000-10-30,0,7,0.8,4060,0.9744
2000-10-31,0,1,0.4,3770,0.9048
2000-11-01,0,3.2,0.5,3770,0.9048
2000-11-02,0,5.1,0.6,3210,0.7704
2000-11-03,0,2,0.4,2680,0.6432
2000-11-04,0,1.6,0.4,2680,0.6432
2000-11-05,0,3.8,0.5,2680,0.6432
2000-11-06,0,2,0.4,2680,0.6432
2000-11-07,0,1.7,0.4,2430,0.5832
2000-11-08,0,8.9,0.8,1720,0.4128
2000-11-09,11.2,11.3,0.9,1950,0.468
2000-11-10,0,11.6,0.9,3490,0.8376
2000-11-11,0,10.1,0.8,3770,0.9048
2000-11-12,3.7,11.6,0.9,3490,0.8376
2000-11-13,0.3,10.2,0.8,2950,0.708
2000-11-14,0,2.8,0.4,2950,0.708
2000-11-15,0,1.6,0.3,2180,0.5232
2000-11-16,0,1.9,0.4,2180,0.5232
2000-11-17,0,3.6,0.4,2180,0.5232
2000-11-18,10.2,6.3,0.6,2430,0.5832
2000-11-19,0.1,4.4,0.5,3770,0.9048
2000-11-20,9.9,2.2,0.4,2950,0.708
2000-11-21,0,-2.8,0.1,4060,0.9744
2000-11-22,0.1,-6.7,0,3770,0.9048
2000-11-23,0.5,-4.4,0,2950,0.708
2000-11-24,0,-0.9,0.2,3210,0.7704
2000-11-25,0,-2.9,0.1,2950,0.708
2000-11-26,0,-3.1,0.1,2680,0.6432
2000-11-27,0,-3,0.1,2180,0.5232
2000-11-28,0.7,-0.7,0.2,2430,0.5832
2000-11-29,11,5.1,0.5,2430,0.5832
2000-11-30,5,7.4,0.6,7300,1.752
2000-12-01,3.2,6.6,0.5,6250,1.5
2000-12-02,0.8,4.7,0.4,6250,1.5
2000-12-03,7.8,3.6,0.4,5950,1.428
2000-12-04,4.3,9.6,0.6,6950,1.668
2000-12-05,15.6,10.5,0.7,8000,1.92
2000-12-06,10.7,1.7,0.3,13900,3.336
2000-12-07,2.3,1,0.3,15700,3.768
2000-12-08,2.8,1,0.3,14800,3.552
2000-12-09,21.5,3.8,0.4,18100,4.344
2000-12-10,4.4,6.2,0.5,31800,7.632
2000-12-11,0.4,5.6,0.5,31600,7.584
2000-12-12,5.1,3.7,0.4,25700,6.168
2000-12-13,0,2.4,0.3,21600,5.184
2000-12-14,0,1.9,0.3,17400,4.176
2000-12-15,2.6,1.1,0.3,15800,3.792
2000-12-16,0,0,0.2,14700,3.528
2000-12-17,1.2,-1.7,0.1,11800,2.832
2000-12-18,0.1,0.7,0.2,8900,2.136
2000-12-19,6.6,3.5,0.4,9200,2.208
2000-12-20,0.4,2.1,0.3,9200,2.208
2000-12-21,0,-0.8,0.2,8300,1.992
2000-12-22,0,0.9,0.2,6600,1.584
2000-12-23,1.3,4.4,0.4,7450,1.788
2000-12-24,0,6.9,0.5,6600,1.584
2000-12-25,0,3.7,0.3,6350,1.524
2000-12-26,0,2.4,0.3,5850,1.404
2000-12-27,0,2,0.3,5100,1.224
2000-12-28,0,0.8,0.2,5350,1.284
2000-12-29,0,-0.6,0.2,5350,1.284
2000-12-30,0,-2.1,0.1,4620,1.1088
2000-12-31,0,-3.3,0.1,4160,0.9984
2001-01-01,0,-3.4,0.1,4160,0.9984
2001-01-02,0,-4.1,0,4160,0.9984
2001-01-03,0,-0.5,0.2,4160,0.9984
2001-01-04,4.7,1.5,0.3,3940,0.9456
2001-01-05,5.8,3.2,0.4,4390,1.0536
2001-01-06,0.8,3.9,0.4,6350,1.524
2001-01-07,1.3,2.4,0.3,4620,1.1088
2001-01-08,0.1,3.7,0.4,4160,0.9984
2001-01-09,0,3.9,0.4,4160,0.9984
2001-01-10,0,1.6,0.3,3730,0.8952
2001-01-11,0.7,2.3,0.3,3310,0.7944
2001-01-12,0.9,7.1,0.6,3520,0.8448
2001-01-13,0,4.5,0.4,3730,0.8952
2001-01-14,1.5,4.9,0.5,2920,0.7008
2001-01-15,0,3.6,0.4,3310,0.7944
2001-01-16,0,-0.1,0.2,3120,0.7488
2001-01-17,0.1,-0.4,0.2,3310,0.7944
2001-01-18,0,0.3,0.2,3120,0.7488
2001-01-19,0,-0.3,0.2,2920,0.7008
2001-01-20,0,0.5,0.3,2550,0.612
2001-01-21,9.6,4.2,0.5,2550,0.612
2001-01-22,2,1.9,0.4,3520,0.8448
2001-01-23,0,0.5,0.3,3940,0.9456
2001-01-24,0,-2.1,0.2,3120,0.7488
2001-01-25,0,0.4,0.3,2920,0.7008
2001-01-26,0,1.6,0.3,2920,0.7008
2001-01-27,0,0.2,0.3,2920,0.7008
2001-01-28,0,1,0.3,2920,0.7008
2001-01-29,0,-1,0.2,2920,0.7008
2001-01-30,0,-1.7,0.2,2730,0.6552
2001-01-31,0,-2,0.2,2370,0.5688
2001-02-01,0,-1.5,0.2,2370,0.5688
2001-02-02,0,-1.7,0.2,2730,0.6552
2001-02-03,0,-1.7,0.2,2200,0.528
2001-02-04,0,-2.2,0.2,2370,0.5688
2001-02-05,0,-0.6,0.3,2200,0.528
2001-02-06,0,2.5,0.4,2730,0.6552
2001-02-07,0,2.4,0.5,2200,0.528
2001-02-08,0,3.4,0.5,2200,0.528
2001-02-09,0,4.8,0.6,2920,0.7008
2001-02-10,0,4.4,0.6,2730,0.6552
2001-02-11,0,2.8,0.5,2030,0.4872
2001-02-12,1,4.4,0.6,2030,0.4872
2001-02-13,6,5.5,0.7,2200,0.528
2001-02-14,0.5,2.4,0.5,2550,0.612
2001-02-15,0,0.8,0.4,3120,0.7488
2001-02-16,1.2,2.9,0.6,2730,0.6552
2001-02-17,0.4,5.1,0.7,2920,0.7008
2001-02-18,0,8.7,1,2370,0.5688
2001-02-19,0,8.9,1,2370,0.5688
2001-02-20,1.2,9,1,2730,0.6552
2001-02-21,3.5,8.7,1,1870,0.4488
2001-02-22,1.7,6.1,0.9,2370,0.5688
2001-02-23,15.2,3.4,0.7,2920,0.7008
2001-02-24,0.2,4.3,0.7,6100,1.464
2001-02-25,2.6,3.2,0.6,4390,1.0536
2001-02-26,3.5,2.1,0.6,2550,0.612
2001-02-27,7.1,3.5,0.7,2920,0.7008
2001-02-28,0.5,3.4,0.7,3940,0.9456
2001-03-01,0.3,3.9,0.8,4160,0.9984
2001-03-02,14.5,6.1,0.9,3310,0.7944
2001-03-03,8.2,6.3,1,6600,1.584
2001-03-04,0.1,7.1,1.1,7450,1.788
2001-03-05,0,10,1.3,8000,1.92
2001-03-06,0,10.6,1.4,7750,1.86
2001-03-07,2.5,8.5,1.2,7750,1.86
2001-03-08,0,3.5,0.8,6350,1.524
2001-03-09,0,2.8,0.7,6100,1.464
2001-03-10,0,7.4,1.2,6350,1.524
2001-03-11,0,9.1,1.3,5100,1.224
2001-03-12,0,11,1.5,4850,1.164
2001-03-13,1.5,5.5,1,4850,1.164
2001-03-14,0.3,3.6,0.8,4390,1.0536
2001-03-15,3.9,9.4,1.4,3940,0.9456
2001-03-16,1,10.6,1.6,3940,0.9456
2001-03-17,0.5,5.2,1,4850,1.164
2001-03-18,0,1.6,0.7,4390,1.0536
2001-03-19,0,1.5,0.7,3730,0.8952
2001-03-20,1.5,3.3,0.9,2920,0.7008
2001-03-21,7.2,4.9,1.1,3120,0.7488
2001-03-22,3,9.5,1.6,3310,0.7944
2001-03-23,0.1,5,1.1,3520,0.8448
2001-03-24,0.1,4.9,1.1,3310,0.7944
2001-03-25,0,7.3,1.4,2730,0.6552
2001-03-26,0,9,1.6,2730,0.6552
2001-03-27,0,15.1,2.3,2730,0.6552
2001-03-28,0,15.4,2.4,2920,0.7008
2001-03-29,0,13.3,2.1,2920,0.7008
2001-03-30,0,13,2.1,2550,0.612
2001-03-31,0,12.2,2.1,2920,0.7008
2001-04-01,0,10.3,1.8,2730,0.6552
2001-04-02,5.2,7.8,1.5,2730,0.6552
2001-04-03,11,7.7,1.6,2730,0.6552
2001-04-04,0,8.1,1.6,3310,0.7944
2001-04-05,0.4,4.9,1.2,3310,0.7944
2001-04-06,1.9,5.2,1.3,3120,0.7488
2001-04-07,19.4,6.6,1.5,2920,0.7008
2001-04-08,5.9,4.8,1.3,7950,1.908
2001-04-09,2.9,9.4,1.9,4640,1.1136
2001-04-10,6.2,8.3,1.7,4390,1.0536
2001-04-11,6.7,10.8,2.1,4620,1.1088
2001-04-12,10.6,6.7,1.5,7950,1.908
2001-04-13,10.9,5.1,1.3,9850,2.364
2001-04-14,0.5,5.5,1.4,9200,2.208
2001-04-15,0.3,6.7,1.6,7450,1.788
2001-04-16,1.9,7.5,1.7,6600,1.584
2001-04-17,6.5,6.9,1.6,7150,1.716
2001-04-18,1,6.9,1.6,6900,1.656
2001-04-19,0,7.6,1.8,6600,1.584
2001-04-20,5.8,7.4,1.7,6100,1.464
2001-04-21,9.5,4.6,1.4,8900,2.136
2001-04-22,1,3.9,1.3,7500,1.8
2001-04-23,0,8,1.9,6100,1.464
2001-04-24,1.9,11.1,2.3,6350,1.524
2001-04-25,36.7,8.9,2,6350,1.524
2001-04-26,13.8,2.4,1.1,25600,6.144
2001-04-27,4.9,2.6,1.1,24800,5.952
2001-04-28,2.1,3.5,1.3,23400,5.616
2001-04-29,0,3.4,1.3,20300,4.872
2001-04-30,0,5,1.5,17800,4.272
2001-05-01,0,7.3,1.9,16200,3.888
2001-05-02,0,9.9,2.2,11200,2.688
2001-05-03,0,12,2.6,10500,2.52
2001-05-04,0,13.8,2.9,8600,2.064
2001-05-05,0,14.8,3.1,8600,2.064
2001-05-06,0,14.1,3,7450,1.788
2001-05-07,0,10.6,2.4,6600,1.584
2001-05-08,0,11.8,2.7,5850,1.404
2001-05-09,9.4,14.7,3.1,5350,1.284
2001-05-10,15.4,13.1,2.8,5850,1.404
2001-05-11,7.7,11.3,2.6,10200,2.448
2001-05-12,5.1,11.7,2.7,6900,1.656
2001-05-13,5.5,9.9,2.4,6600,1.584
2001-05-14,0,10.4,2.5,5850,1.404
2001-05-15,0,10.9,2.6,5100,1.224
2001-05-16,0,12.3,2.8,4620,1.1088
2001-05-17,0,13.9,3.1,3940,0.9456
2001-05-18,0,15.5,3.4,3730,0.8952
2001-05-19,0.1,16.9,3.6,3940,0.9456
2001-05-20,0,17,3.6,3520,0.8448
2001-05-21,0,17.4,3.7,2920,0.7008
2001-05-22,0,17.4,3.7,2920,0.7008
2001-05-23,1.4,18.1,3.8,2920,0.7008
2001-05-24,0.2,18.6,3.9,2920,0.7008
2001-05-25,1.1,17.7,3.8,2550,0.612
2001-05-26,1.6,17,3.7,2030,0.4872
2001-05-27,5.3,15.9,3.5,2030,0.4872
2001-05-28,3.4,15.4,3.5,1870,0.4488
2001-05-29,0.9,16.1,3.6,2370,0.5688
2001-05-30,1.5,15.3,3.5,2370,0.5688
2001-05-31,0.1,11,2.7,2200,0.528
2001-06-01,0.1,11,2.7,2200,0.528
2001-06-02,7.8,9.7,2.5,2200,0.528
2001-06-03,5,8.2,2.3,2730,0.6552
2001-06-04,2,8.2,2.3,2550,0.612
2001-06-05,1.6,8.6,2.3,2550,0.612
2001-06-06,2.5,8.6,2.3,2200,0.528
2001-06-07,1,10,2.6,2200,0.528
2001-06-08,0,11,2.8,1370,0.3288
2001-06-09,0.3,13.5,3.2,1870,0.4488
2001-06-10,6.6,12.8,3.1,1870,0.4488
2001-06-11,0,14.3,3.3,2030,0.4872
2001-06-12,0,16.1,3.7,1870,0.4488
2001-06-13,0,16.5,3.7,1370,0.3288
2001-06-14,0,17.4,3.9,1030,0.2472
2001-06-15,0,17.5,3.9,890,0.2136
2001-06-16,0,17.4,3.9,645,0.1548
2001-06-17,0,16.5,3.7,540,0.1296
2001-06-18,0,17.1,3.9,540,0.1296
2001-06-19,0,19,4.2,645,0.1548
2001-06-20,0,19.6,4.3,448,0.10752
2001-06-21,0,20.3,4.4,448,0.10752
2001-06-22,0,16.2,3.7,448,0.10752
2001-06-23,0,13.6,3.2,448,0.10752
2001-06-24,0,16.6,3.8,448,0.10752
2001-06-25,0,18.9,4.2,448,0.10752
2001-06-26,7.1,18.4,4.1,448,0.10752
2001-06-27,2.3,16.7,3.8,448,0.10752
2001-06-28,0.4,13.4,3.2,448,0.10752
2001-06-29,2,12.3,3,448,0.10752
2001-06-30,0.6,17.1,3.8,493,0.11832
2001-07-01,4.6,18.3,4,493,0.11832
2001-07-02,0.1,14.1,3.3,493,0.11832
2001-07-03,0,14,3.3,540,0.1296
2001-07-04,0.1,13.6,3.2,540,0.1296
2001-07-05,1.3,19.5,4.2,493,0.11832
2001-07-06,0,23.3,4.9,493,0.11832
2001-07-07,1.2,21.7,4.6,448,0.10752
2001-07-08,1,18.3,4,407,0.09768
2001-07-09,4.2,17.7,3.9,407,0.09768
2001-07-10,48.2,16.1,3.6,1190,0.2856
2001-07-11,0.3,14.7,3.4,7050,1.692
2001-07-12,0,17.2,3.8,2750,0.66
2001-07-13,0,17.9,3.9,1370,0.3288
2001-07-14,0,16.9,3.7,1370,0.3288
2001-07-15,0,15.5,3.5,1030,0.2472
2001-07-16,0,17.5,3.8,890,0.2136
2001-07-17,0,18.3,3.9,760,0.1824
2001-07-18,0,17.9,3.8,540,0.1296
2001-07-19,0,17.7,3.8,493,0.11832
2001-07-20,0,19.6,4.1,448,0.10752
2001-07-21,0,24.9,5,448,0.10752
2001-07-22,0.5,25.7,5.1,448,0.10752
2001-07-23,2.1,23.7,4.7,448,0.10752
2001-07-24,25.8,19.4,4,448,0.10752
2001-07-25,0.9,19.8,4.1,1560,0.3744
2001-07-26,0,21,4.2,1560,0.3744
2001-07-27,0,18.9,3.9,645,0.1548
2001-07-28,0,17.1,3.6,645,0.1548
2001-07-29,0,19.1,3.9,645,0.1548
2001-07-30,1.2,21.5,4.2,368,0.08832
2001-07-31,3.3,16.2,3.4,448,0.10752
2001-08-01,0.1,14.1,3,540,0.1296
2001-08-02,0,14.1,3,540,0.1296
2001-08-03,0,15,3.2,448,0.10752
2001-08-04,0,16.7,3.4,368,0.08832
2001-08-05,3.1,18.2,3.6,368,0.08832
2001-08-06,0.2,19.8,3.9,368,0.08832
2001-08-07,4.5,18,3.6,448,0.10752
2001-08-08,0.6,17.9,3.5,448,0.10752
2001-08-09,0,17.8,3.5,448,0.10752
2001-08-10,2,17.4,3.4,332,0.07968
2001-08-11,0.1,18.8,3.6,332,0.07968
2001-08-12,1.2,18.2,3.5,332,0.07968
2001-08-13,0,19,3.6,298,0.07152
2001-08-14,0.1,18.4,3.5,298,0.07152
2001-08-15,0.1,22.5,4.1,298,0.07152
2001-08-16,14,21,3.8,266,0.06384
2001-08-17,0,17,3.2,540,0.1296
2001-08-18,0,16.4,3.1,540,0.1296
2001-08-19,0.7,19.5,3.6,368,0.08832
2001-08-20,5.8,19.8,3.6,298,0.07152
2001-08-21,0.3,19.6,3.5,332,0.07968
2001-08-22,0.1,20.4,3.6,298,0.07152
2001-08-23,0,18.3,3.3,266,0.06384
2001-08-24,0,16.7,3,237,0.05688
2001-08-25,0,16.6,3,237,0.05688
2001-08-26,2.3,17.1,3,210,0.0504
2001-08-27,5.6,16,2.9,210,0.0504
2001-08-28,0,12.2,2.3,237,0.05688
2001-08-29,0,11.5,2.2,368,0.08832
2001-08-30,0,13,2.4,368,0.08832
2001-08-31,1.5,15.7,2.7,298,0.07152
2001-09-01,9.3,13.9,2.5,298,0.07152
2001-09-02,0,12.4,2.3,448,0.10752
2001-09-03,0,11.2,2.1,540,0.1296
2001-09-04,0,10.4,2,448,0.10752
2001-09-05,0,10.9,2,368,0.08832
2001-09-06,0,11.7,2.1,298,0.07152
2001-09-07,0,13.4,2.3,237,0.05688
2001-09-08,0,15.3,2.5,237,0.05688
2001-09-09,3,15.4,2.5,237,0.05688
2001-09-10,5.7,15,2.4,237,0.05688
2001-09-11,6.1,13,2.2,237,0.05688
2001-09-12,0.7,14.5,2.3,448,0.10752
2001-09-13,4.9,13.6,2.2,645,0.1548
2001-09-14,0,13.6,2.2,540,0.1296
2001-09-15,0,14.8,2.3,540,0.1296
2001-09-16,0,15.3,2.3,448,0.10752
2001-09-17,0.5,17,2.5,368,0.08832
2001-09-18,0.1,19.9,2.8,298,0.07152
2001-09-19,8.5,15.2,2.2,298,0.07152
2001-09-20,0,16.3,2.3,298,0.07152
2001-09-21,0,18.6,2.5,368,0.08832
2001-09-22,37.2,16,2.3,368,0.08832
2001-09-23,0.6,11.7,1.8,1560,0.3744
2001-09-24,0,10.1,1.6,1870,0.4488
2001-09-25,0,10.8,1.7,890,0.2136
2001-09-26,0,10.5,1.6,645,0.1548
2001-09-27,0,10.7,1.6,448,0.10752
2001-09-28,0,10,1.5,448,0.10752
2001-09-29,0,9.1,1.4,448,0.10752
2001-09-30,0,8.6,1.3,448,0.10752
2001-10-01,0,8.8,1.3,448,0.10752
2001-10-02,0,8.7,1.3,407,0.09768
2001-10-03,0,7.6,1.2,407,0.09768
2001-10-04,0,9.6,1.4,368,0.08832
2001-10-05,0,12.1,1.6,368,0.08832
2001-10-06,13,10.5,1.4,368,0.08832
2001-10-07,29.6,10,1.3,540,0.1296
2001-10-08,4.9,7.6,1.1,5100,1.224
2001-10-09,6.7,6.6,1,3520,0.8448
2001-10-10,0,7.5,1.1,2920,0.7008
2001-10-11,0,5,0.8,2200,0.528
2001-10-12,0,7.2,1,1870,0.4488
2001-10-13,0,9.3,1.2,1560,0.3744
2001-10-14,0,9.3,1.2,1370,0.3288
2001-10-15,0,6.3,0.9,1370,0.3288
2001-10-16,0,6,0.9,1190,0.2856
2001-10-17,0,9.1,1.1,1190,0.2856
2001-10-18,0,11.4,1.3,1030,0.2472
2001-10-19,0.4,11.1,1.2,1030,0.2472
2001-10-20,0,12.7,1.3,890,0.2136
2001-10-21,0,15.4,1.5,890,0.2136
2001-10-22,0,16.1,1.5,890,0.2136
2001-10-23,0,16.3,1.6,760,0.1824
2001-10-24,0,11.2,1.2,760,0.1824
2001-10-25,0,12,1.2,645,0.1548
2001-10-26,0,12.4,1.2,540,0.1296
2001-10-27,0.1,14.7,1.4,540,0.1296
2001-10-28,7.2,12.3,1.1,645,0.1548
2001-10-29,1.3,12.9,1.2,1030,0.2472
2001-10-30,0.2,14.6,1.3,1110,0.2664
2001-10-31,0,10.8,1,1030,0.2472
2001-11-01,0,10.5,1,760,0.1824
2001-11-02,14.4,12,1.1,760,0.1824
2001-11-03,22.2,7.2,0.8,2380,0.5712
2001-11-04,10.8,6.7,0.7,4160,0.9984
2001-11-05,5.5,4.9,0.6,4050,0.972
2001-11-06,4.9,3.1,0.5,3940,0.9456
2001-11-07,0.1,2.4,0.4,4390,1.0536
2001-11-08,4.3,6.8,0.7,3520,0.8448
2001-11-09,0,3.4,0.5,3520,0.8448
2001-11-10,0,3.3,0.5,3120,0.7488
2001-11-11,0,6.8,0.7,2730,0.6552
2001-11-12,0,8.4,0.7,2550,0.612
2001-11-13,0,4.2,0.5,2370,0.5688
2001-11-14,0,3.2,0.4,2200,0.528
2001-11-15,0,1.1,0.3,2030,0.4872
2001-11-16,0,0.6,0.3,1710,0.4104
2001-11-17,0.2,6.9,0.6,1710,0.4104
2001-11-18,0,10.4,0.8,1710,0.4104
2001-11-19,0,10.7,0.8,1560,0.3744
